Gender,Age,Branch,Administration Level,Entry Time,Years of Service,Highest Education Level,Status,Rank,Salary Rank,Description,Attrition
Male,30,BRC Culture & Tourism,Manager,3/12/18,0,Bachelor,Full-time,3,P 3.1,Finance-Comprehensive,Yes
Male,29,BRC Culture & Tourism,Manager,3/7/18,0,Bachelor,Full-time,3,P 3.1,Commercial Operation-Investment,Yes
Female,43,BRC Culture & Tourism,General Manager,3/26/18,0,Graduate Level (Master & Ph.d.),Full-time,6,M 6.1,Marketing & CRM-Marketing,Yes
Female,22,BRC Culture & Tourism,Staff,3/1/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Human Resources,Yes
Female,24,BRC Culture & Tourism,Staff,3/7/18,0,Bachelor,Intern,1,P 1.1,Management,No
Male,28,BRC Culture & Tourism,Staff,3/12/18,0,Bachelor,Full-time,1,P 1.1,Marketing & CRM-Planning,Yes
Female,24,BRC Culture & Tourism,Staff,3/12/18,0,Graduate Level (Master & Ph.d.),Intern,1,P 1.1,Finance-Accounting,Yes
Male,23,BRC Culture & Tourism,Operator,6/1/17,1,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Project Management,Yes
Male,31,BRC Culture & Tourism,Assistant General Manager,8/31/18,0,Bachelor,Full-time,2,P 2.1,Auditing,No
Male,28,BRC Culture & Tourism,Operator,5/13/17,1,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Project Management,Yes
Male,44,BRC Culture & Tourism,Deputy Manager,6/23/17,0,Bachelor,Full-time,2,P 2.1,Finance-Accounting,Yes
Male,25,BRC Culture & Tourism,Operator,6/9/17,0,High School,Full-time,1,P 1.0,Commercial Operation-Commercial Management,Yes
Male,27,BRC Culture & Tourism,Staff,5/10/17,1,High School,Full-time,1,P 1.3,Commercial Operation-Operation Management,No
Male,24,BRC Culture & Tourism,Operator,6/2/17,0,High School,Full-time,1,P 1.0,Commercial Operation-Commercial Management,Yes
Male,31,BRC Culture & Tourism,Staff,5/25/17,0,Bachelor,Full-time,1,P 1.3,Marketing & CRM-Design,Yes
Male,47,BRC Culture & Tourism,Operator,5/16/17,0,Under High School,Full-time,1,P 1.0,Commercial Operation-Customer Service,Yes
Male,28,BRC Culture & Tourism,Operator,10/23/17,0,High School,Full-time,1,P 1.0,Commercial Operation-Common,Yes
Male,33,BRC Culture & Tourism,Assistant General Manager,11/27/17,0,Bachelor,Full-time,4,P 4.2,Commercial Operation-Operation Management,Yes
Male,35,BRC Culture & Tourism,Manager,11/10/17,1,Bachelor,Full-time,3,M 3.0,Finance-Comprehensive,No
Male,22,BRC Culture & Tourism,Operator,11/2/17,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Commercial Management,Yes
Male,33,BRC Culture & Tourism,Deputy Manager,11/6/17,1,Bachelor,Full-time,2,P 2.1,Commercial Operation-Operation Management,Yes
Male,29,BRC Culture & Tourism,Staff,11/7/17,0,Bachelor,Full-time,1,P 1.1,Marketing & CRM-Channel,Yes
Male,47,BRC Culture & Tourism,General Manager,10/23/17,0,Graduate Level (Master & Ph.d.),Full-time,6,M 6.1,Management,Yes
Male,28,BRC Culture & Tourism,Operator,10/23/17,0,"Community College, Two-Year Program, or Equivalent ",Full-time,1,P 1.0,Commercial Operation-Common,Yes
